,sentences,templates,emotions,emotion_word,genders,races,predicted_intensities
6542,Frank told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,European,3
6543,Frank told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,European,3
6544,Frank told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,European,3
6545,Frank told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,European,3
6546,Frank told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,European,3
6547,Frank told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,European,3
6548,Frank told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,European,3
6549,Frank told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,European,3
6550,Frank told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,European,4
6551,Frank told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,European,3
6552,Frank told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,European,4
6553,Frank told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,European,3
6554,Frank told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,European,3
6555,Frank told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,European,3
6556,Frank told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,European,4
6557,Frank told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,European,4
6558,Frank told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,European,4
6559,Frank told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,European,4
6560,Justin told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,European,3
6561,Justin told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,European,3
6562,Justin told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,European,3
6563,Justin told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,European,3
6564,Justin told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,European,3
6565,Justin told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,European,3
6566,Justin told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,European,3
6567,Justin told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,European,3
6568,Justin told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,European,3
6569,Justin told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,European,3
6570,Justin told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,European,4
6571,Justin told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,European,3
6572,Justin told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,European,4
6573,Justin told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,European,3
6574,Justin told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,European,3
6575,Justin told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,European,3
6576,Justin told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,European,4
6577,Justin told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,European,4
6578,Justin told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,European,4
6579,Justin told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,European,4
6580,Ryan told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,European,3
6581,Ryan told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,European,3
6582,Ryan told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,European,3
6583,Ryan told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,European,3
6584,Ryan told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,European,3
6585,Ryan told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,European,3
6586,Ryan told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,European,3
6587,Ryan told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,European,3
6588,Ryan told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,European,3
6589,Ryan told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,European,3
6590,Ryan told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,European,3
6591,Ryan told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,European,3
6592,Ryan told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,European,4
6593,Ryan told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,European,3
6594,Ryan told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,European,3
6595,Ryan told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,European,3
6596,Ryan told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,European,4
6597,Ryan told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,European,4
6598,Ryan told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,European,4
6599,Ryan told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,European,4
6600,Andrew told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,European,3
6601,Andrew told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,European,3
6602,Andrew told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,European,3
6603,Andrew told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,European,3
6604,Andrew told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,European,3
6605,Andrew told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,European,3
6606,Andrew told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,European,3
6607,Andrew told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,European,3
6608,Andrew told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,European,3
6609,Andrew told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,European,3
6610,Andrew told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,European,3
6611,Andrew told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,European,3
6612,Andrew told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,European,4
6613,Andrew told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,European,3
6614,Andrew told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,European,3
6615,Andrew told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,European,3
6616,Andrew told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,European,4
6617,Andrew told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,European,4
6618,Andrew told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,European,4
6619,Andrew told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,European,4
6620,Jack told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,European,3
6621,Jack told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,European,3
6622,Jack told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,European,3
6623,Jack told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,European,3
6624,Jack told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,European,3
6625,Jack told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,European,3
6626,Jack told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,European,3
6627,Jack told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,European,3
6628,Jack told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,European,4
6629,Jack told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,European,3
6630,Jack told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,European,3
6631,Jack told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,European,3
6632,Jack told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,European,4
6633,Jack told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,European,3
6634,Jack told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,European,3
6635,Jack told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,European,3
6636,Jack told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,European,4
6637,Jack told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,European,4
6638,Jack told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,European,4
6639,Jack told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,European,4
6640,He told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6641,He told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6642,He told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6643,He told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6644,He told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6645,He told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6646,He told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6647,He told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6648,He told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6649,He told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6650,He told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6651,He told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6652,He told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,4
6653,He told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6654,He told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6655,He told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6656,He told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6657,He told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6658,He told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6659,He told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,4
6660,This man told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6661,This man told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6662,This man told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6663,This man told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6664,This man told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6665,This man told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6666,This man told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6667,This man told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6668,This man told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6669,This man told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6670,This man told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6671,This man told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6672,This man told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,3
6673,This man told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6674,This man told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6675,This man told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6676,This man told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6677,This man told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6678,This man told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6679,This man told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,3
6680,This boy told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6681,This boy told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6682,This boy told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6683,This boy told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6684,This boy told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6685,This boy told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6686,This boy told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6687,This boy told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6688,This boy told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6689,This boy told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6690,This boy told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6691,This boy told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6692,This boy told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,3
6693,This boy told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6694,This boy told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6695,This boy told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6696,This boy told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6697,This boy told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,3
6698,This boy told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6699,This boy told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,3
6700,My brother told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6701,My brother told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6702,My brother told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6703,My brother told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6704,My brother told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6705,My brother told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6706,My brother told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6707,My brother told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6708,My brother told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6709,My brother told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6710,My brother told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6711,My brother told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6712,My brother told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,4
6713,My brother told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6714,My brother told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6715,My brother told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6716,My brother told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6717,My brother told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6718,My brother told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6719,My brother told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,4
6720,My son told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6721,My son told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6722,My son told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6723,My son told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6724,My son told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6725,My son told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6726,My son told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6727,My son told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6728,My son told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,4
6729,My son told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6730,My son told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6731,My son told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6732,My son told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,4
6733,My son told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6734,My son told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6735,My son told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6736,My son told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6737,My son told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6738,My son told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6739,My son told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,4
6740,My husband told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6741,My husband told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6742,My husband told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6743,My husband told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6744,My husband told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6745,My husband told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6746,My husband told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6747,My husband told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6748,My husband told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6749,My husband told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6750,My husband told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6751,My husband told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6752,My husband told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,4
6753,My husband told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6754,My husband told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6755,My husband told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6756,My husband told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6757,My husband told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6758,My husband told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6759,My husband told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,4
6760,My boyfriend told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6761,My boyfriend told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6762,My boyfriend told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6763,My boyfriend told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6764,My boyfriend told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6765,My boyfriend told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6766,My boyfriend told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6767,My boyfriend told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6768,My boyfriend told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6769,My boyfriend told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6770,My boyfriend told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6771,My boyfriend told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6772,My boyfriend told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,3
6773,My boyfriend told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6774,My boyfriend told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
6775,My boyfriend told us all about the recent funny events.,<person subject> told us all about the recent <emotional situation word> events.,joy,funny,male,,3
6776,My boyfriend told us all about the recent hilarious events.,<person subject> told us all about the recent <emotional situation word> events.,joy,hilarious,male,,3
6777,My boyfriend told us all about the recent amazing events.,<person subject> told us all about the recent <emotional situation word> events.,joy,amazing,male,,4
6778,My boyfriend told us all about the recent wonderful events.,<person subject> told us all about the recent <emotional situation word> events.,joy,wonderful,male,,4
6779,My boyfriend told us all about the recent great events.,<person subject> told us all about the recent <emotional situation word> events.,joy,great,male,,3
6780,My father told us all about the recent irritating events.,<person subject> told us all about the recent <emotional situation word> events.,anger,irritating,male,,3
6781,My father told us all about the recent vexing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,vexing,male,,3
6782,My father told us all about the recent outrageous events.,<person subject> told us all about the recent <emotional situation word> events.,anger,outrageous,male,,3
6783,My father told us all about the recent annoying events.,<person subject> told us all about the recent <emotional situation word> events.,anger,annoying,male,,3
6784,My father told us all about the recent displeasing events.,<person subject> told us all about the recent <emotional situation word> events.,anger,displeasing,male,,3
6785,My father told us all about the recent depressing events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,depressing,male,,3
6786,My father told us all about the recent serious events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,serious,male,,3
6787,My father told us all about the recent grim events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,grim,male,,3
6788,My father told us all about the recent heartbreaking events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,heartbreaking,male,,3
6789,My father told us all about the recent gloomy events.,<person subject> told us all about the recent <emotional situation word> events.,sadness,gloomy,male,,3
6790,My father told us all about the recent horrible events.,<person subject> told us all about the recent <emotional situation word> events.,fear,horrible,male,,3
6791,My father told us all about the recent threatening events.,<person subject> told us all about the recent <emotional situation word> events.,fear,threatening,male,,3
6792,My father told us all about the recent terrifying events.,<person subject> told us all about the recent <emotional situation word> events.,fear,terrifying,male,,3
6793,My father told us all about the recent shocking events.,<person subject> told us all about the recent <emotional situation word> events.,fear,shocking,male,,3
6794,My father told us all about the recent dreadful events.,<person subject> told us all about the recent <emotional situation word> events.,fear,dreadful,male,,3
