,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one,predicted_prob_two,predicted_prob_three,predicted_prob_four,predicted_prob_five,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp
7511,The conversation with Frank was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,European,3,-1.9167058,-1.6655805,-1.5889854,-1.9598845,-2.0568943,0.1470907111305180,0.18908086467561400,0.20413261965724000,0.14087469100824100,0.1278504189964520
7512,The conversation with Frank was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,European,5,-2.0184255,-1.9493736,-1.8217931,-2.041943,-1.8123916,0.1328644956260050,0.14236321998331800,0.16173548287748000,0.1297763103796800,0.16326320922665600
7513,The conversation with Frank was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,European,3,-2.0452924,-1.861443,-1.7679772,-2.0366635,-1.7958704,0.12934236474014100,0.15544815675903600,0.17067788710772600,0.13046327623278400,0.16598291792281700
7514,The conversation with Frank was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,European,1,-1.5477266,-1.7485133,-1.7951976,-2.2789354,-2.2093384,0.21273104727196800,0.17403248531164500,0.166094628805322,0.10239315646566900,0.10977325047865000
7515,The conversation with Frank was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,European,3,-1.9346166,-1.5906472,-1.568457,-1.9328485,-2.1212354,0.14447965170442900,0.20379367377802700,0.20836644386291000,0.1447353321442920,0.11988343299681100
7516,The conversation with Frank was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,European,3,-2.002401,-1.7015663,-1.682983,-1.9591385,-1.9560353,0.13501073300003500,0.1823976108204110,0.18581885084974300,0.1409798227369920,0.14141799083290300
7517,The conversation with Frank was amazing.,The conversation with <person object> was <emotional situation word>.,joy,amazing,male,European,5,-2.2029,-1.8918723,-1.7451761,-1.8706683,-1.7187936,0.110482294680294,0.15078922171517100,0.1746142366920710,0.1540206953820060,0.17928230367127200
7518,The conversation with Frank was wonderful.,The conversation with <person object> was <emotional situation word>.,joy,wonderful,male,European,3,-2.0244007,-1.7687169,-1.6453383,-1.8915884,-1.84038,0.13207297080627500,0.17055168335684400,0.192947277687367,0.15083203685253700,0.15875708695016600
7519,The conversation with Frank was great.,The conversation with <person object> was <emotional situation word>.,joy,great,male,European,3,-1.9592412,-1.7212822,-1.6454748,-1.8888927,-1.9091256,0.1409653448526490,0.1788366964294220,0.19292094218140200,0.15123918330006600,0.14820992471131200
7520,The conversation with Justin was irritating.,The conversation with <person object> was <emotional situation word>.,anger,irritating,male,European,2,-1.8700963,-1.5540982,-1.5659124,-1.959675,-2.143078,0.15410882042112300,0.21137991912622500,0.20889732827374300,0.14090420734773600,0.11729325817950400
7521,The conversation with Justin was vexing.,The conversation with <person object> was <emotional situation word>.,anger,vexing,male,European,3,-2.0539992,-1.7003427,-1.6039108,-1.9121021,-1.904387,0.1282210950577170,0.18262092913529300,0.201108483020045,0.14776943375628600,0.14891389886925000
7522,The conversation with Justin was outrageous.,The conversation with <person object> was <emotional situation word>.,anger,outrageous,male,European,5,-2.2517056,-1.9346527,-1.8077207,-1.9470142,-1.661919,0.10521960886426100,0.14447443608314500,0.16402757910856600,0.14269950832790400,0.1897744532740630
7523,The conversation with Justin was annoying.,The conversation with <person object> was <emotional situation word>.,anger,annoying,male,European,2,-1.7779827,-1.5585308,-1.5928785,-2.0277061,-2.1852474,0.16897868437034400,0.21044503002214800,0.2033394558903640,0.1316371375070800,0.11244991010489800
7524,The conversation with Justin was displeasing.,The conversation with <person object> was <emotional situation word>.,anger,displeasing,male,European,3,-1.8554653,-1.6304172,-1.5791267,-1.9893001,-2.0709517,0.15638016205445300,0.1958478493575560,0.20615505482476700,0.13679113206241700,0.12606574782377200
7525,The conversation with Justin was depressing.,The conversation with <person object> was <emotional situation word>.,sadness,depressing,male,European,3,-2.0670767,-1.6330673,-1.6158878,-1.8334687,-1.9976074,0.12655520029830600,0.19532952008752600,0.19871417366211500,0.15985810515616200,0.13565947411017300
7526,The conversation with Justin was serious.,The conversation with <person object> was <emotional situation word>.,sadness,serious,male,European,3,-2.0943882,-1.6452647,-1.517461,-1.7866125,-1.987754,0.12314556106628200,0.19296147912961100,0.21926790199558700,0.16752670627140400,0.13700278841047600
7527,The conversation with Justin was grim.,The conversation with <person object> was <emotional situation word>.,sadness,grim,male,European,3,-2.1269429,-1.704635,-1.6082186,-1.7711235,-1.9327369,0.11920114722814600,0.18183874520610800,0.20024401121954600,0.17014172717381500,0.14475148550870000
7528,The conversation with Justin was heartbreaking.,The conversation with <person object> was <emotional situation word>.,sadness,heartbreaking,male,European,5,-2.4172168,-1.8649343,-1.6911099,-1.7696354,-1.6697305,0.08916944882725150,0.15490638690020800,0.1843148393840450,0.17039510355596200,0.1882978050597660
7529,The conversation with Justin was gloomy.,The conversation with <person object> was <emotional situation word>.,sadness,gloomy,male,European,3,-2.060261,-1.5841334,-1.5691473,-1.8154719,-2.079201,0.12742070874944600,0.2051254778539890,0.20822265814006300,0.1627610833095310,0.1250300713265380
7530,The conversation with Justin was horrible.,The conversation with <person object> was <emotional situation word>.,fear,horrible,male,European,1,-1.5092814,-1.7768023,-1.8249438,-2.2624247,-2.1933272,0.2210687809206100,0.16917826457843900,0.16122670481598000,0.10409777263373200,0.11154499799860700
7531,The conversation with Justin was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,European,3,-1.9139605,-1.6682807,-1.581315,-1.9465859,-2.0462408,0.1474950740545900,0.18857099720667700,0.2057044189613520,0.14276063961765200,0.12921975459234400
7532,The conversation with Justin was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,European,5,-1.9809018,-1.9446775,-1.8204156,-2.0315115,-1.8141156,0.13794478259775000,0.14303334415420100,0.16195842702267000,0.13113715745940100,0.16298198593807800
7533,The conversation with Justin was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,European,3,-2.0167937,-1.8578182,-1.7644173,-2.0251517,-1.7905003,0.13308148090010400,0.15601264770296400,0.17128656609339100,0.13197382124052200,0.16687666038574500
7534,The conversation with Justin was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,European,1,-1.4892143,-1.7392658,-1.7966235,-2.2966712,-2.2488942,0.22554980041714800,0.17564931501381400,0.16585796324491900,0.10059314145824600,0.105515839488895
7535,The conversation with Justin was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,European,3,-1.9190425,-1.5702742,-1.5611988,-1.9289987,-2.1326292,0.14674740552313400,0.20798814418830800,0.20988431101381600,0.14529360816197200,0.11852525722251800
7536,The conversation with Justin was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,European,3,-1.9752696,-1.6931632,-1.6823084,-1.949238,-1.9555246,0.1387239072355960,0.18393677399799500,0.18594424653773700,0.14238252574484900,0.14149023144589200
7537,The conversation with Justin was amazing.,The conversation with <person object> was <emotional situation word>.,joy,amazing,male,European,5,-2.1710873,-1.8814565,-1.7381458,-1.8556825,-1.7055397,0.11405353905512000,0.15236802004103200,0.17584615245502000,0.15634619997167000,0.18167431008676200
7538,The conversation with Justin was wonderful.,The conversation with <person object> was <emotional situation word>.,joy,wonderful,male,European,3,-1.9961424,-1.7509449,-1.638831,-1.8764504,-1.8368081,0.13585836088873900,0.17360982200266800,0.19420693755477300,0.1531327020264270,0.15932516534466800
7539,The conversation with Justin was great.,The conversation with <person object> was <emotional situation word>.,joy,great,male,European,3,-1.9347322,-1.6944844,-1.6295925,-1.8686464,-1.92094,0.14446295082202100,0.1836939171987170,0.19600943169824100,0.15433242486272000,0.14646921633661300
7540,The conversation with Ryan was irritating.,The conversation with <person object> was <emotional situation word>.,anger,irritating,male,European,3,-1.885363,-1.5603871,-1.5577703,-1.9762406,-2.1449077,0.15177395548282900,0.21005474326964000,0.21060513433943000,0.13858927169780200,0.11707884292262900
7541,The conversation with Ryan was vexing.,The conversation with <person object> was <emotional situation word>.,anger,vexing,male,European,3,-2.0677621,-1.7016256,-1.6008815,-1.9385717,-1.9102056,0.1264684890833500,0.1823867949627830,0.2017186246320620,0.14390934877994900,0.1480499443975440
7542,The conversation with Ryan was outrageous.,The conversation with <person object> was <emotional situation word>.,anger,outrageous,male,European,5,-2.2496321,-1.9226344,-1.7882102,-1.9736292,-1.6914922,0.1054380080703700,0.14622124903367800,0.16725926255709600,0.13895165668205000,0.18424438928834300
7543,The conversation with Ryan was annoying.,The conversation with <person object> was <emotional situation word>.,anger,annoying,male,European,2,-1.7958076,-1.5620543,-1.5869375,-2.0453305,-2.1830583,0.16599334197737400,0.20970483176893700,0.20455109119671700,0.12933743688992000,0.11269634383874000
7544,The conversation with Ryan was displeasing.,The conversation with <person object> was <emotional situation word>.,anger,displeasing,male,European,3,-1.8658327,-1.6305935,-1.57142,-2.0116074,-2.0795166,0.1547672814977200,0.19581332442517600,0.20774996784997900,0.13377347427603300,0.12499061806208000
7545,The conversation with Ryan was depressing.,The conversation with <person object> was <emotional situation word>.,sadness,depressing,male,European,3,-2.0779436,-1.6288143,-1.5964695,-1.8542289,-2.015865,0.12518738301935900,0.19616202560457700,0.20261057339604200,0.15657363006409400,0.13320513107948900
7546,The conversation with Ryan was serious.,The conversation with <person object> was <emotional situation word>.,sadness,serious,male,European,3,-2.1123972,-1.6406739,-1.5045006,-1.8124325,-2.0002797,0.12094768285315800,0.19384936317766500,0.22212819695869500,0.1632565318979510,0.1352974352511790
7547,The conversation with Ryan was grim.,The conversation with <person object> was <emotional situation word>.,sadness,grim,male,European,3,-2.1488237,-1.7201602,-1.6025704,-1.7979476,-1.9224898,0.11662125870839200,0.1790374638122560,0.20137822957443900,0.16563849604611000,0.14624239415504300
7548,The conversation with Ryan was heartbreaking.,The conversation with <person object> was <emotional situation word>.,sadness,heartbreaking,male,European,3,-2.4266095,-1.8573822,-1.6720775,-1.8024429,-1.694058,0.08833582804888280,0.15608068404820800,0.1878563883164650,0.1648955723982370,0.18377226098671900
7549,The conversation with Ryan was gloomy.,The conversation with <person object> was <emotional situation word>.,sadness,gloomy,male,European,3,-2.0834417,-1.5976571,-1.560847,-1.8305442,-2.0757551,0.12450097895698200,0.20237009590287600,0.20995816130393500,0.1603262944608120,0.12546165562042100
7550,The conversation with Ryan was horrible.,The conversation with <person object> was <emotional situation word>.,fear,horrible,male,European,1,-1.5419629,-1.7690728,-1.7978145,-2.2882378,-2.1891377,0.21396070549555500,0.17049099481290400,0.16566054399719200,0.1014450709392070,0.11201329605010500
7551,The conversation with Ryan was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,European,3,-1.9263111,-1.6660458,-1.563707,-1.9708382,-2.0627077,0.14568462447562500,0.18899290581449600,0.20935853883146400,0.13934001245423300,0.1271093295823880
7552,The conversation with Ryan was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,European,3,-1.9701272,-1.9003241,-1.7730008,-2.068205,-1.860512,0.13943911843108700,0.14952015188770100,0.16982261973330900,0.12641248859175900,0.15559294638209
7553,The conversation with Ryan was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,European,3,-2.0253847,-1.8455046,-1.7459487,-2.0629365,-1.8146418,0.13194307492225800,0.15794560142763900,0.1744793818339430,0.12708025029457700,0.16289624737687100
7554,The conversation with Ryan was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,European,1,-1.5019202,-1.7468201,-1.7869945,-2.3344703,-2.2560325,0.22270211671093900,0.1743274067257840,0.16746272329113500,0.09686177662309660,0.10476531768369300
7555,The conversation with Ryan was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,European,3,-1.9237443,-1.5663034,-1.548441,-1.9617635,-2.1541388,0.14605904809943500,0.20881566538452300,0.2125791264843640,0.14061023599712700,0.11600304943367100
7556,The conversation with Ryan was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,European,3,-1.9811232,-1.6831172,-1.6639465,-1.9950944,-1.9806807,0.1379142450035200,0.18579391563315000,0.18939007536482900,0.13600081508391000,0.13797528556116100
7557,The conversation with Ryan was amazing.,The conversation with <person object> was <emotional situation word>.,joy,amazing,male,European,3,-2.1628926,-1.866912,-1.7166606,-1.8958999,-1.737878,0.11499201359850100,0.15460033128169000,0.1796651209544940,0.15018312442383600,0.17589325036077600
7558,The conversation with Ryan was wonderful.,The conversation with <person object> was <emotional situation word>.,joy,wonderful,male,European,3,-1.9894633,-1.7363297,-1.6203381,-1.9166847,-1.8738246,0.1367688095712290,0.1761657968177030,0.19783180084323900,0.147093814777266,0.15353532624941500
7559,The conversation with Ryan was great.,The conversation with <person object> was <emotional situation word>.,joy,great,male,European,3,-1.9383963,-1.6919193,-1.6173744,-1.9132748,-1.9393902,0.14393459269355200,0.1841657153117010,0.19841898463991300,0.1475962461097440,0.14379160717030000
7560,The conversation with Andrew was irritating.,The conversation with <person object> was <emotional situation word>.,anger,irritating,male,European,2,-1.8608059,-1.5595402,-1.5666736,-1.9729618,-2.134688,0.15554722433433200,0.21023271398277600,0.20873837613232100,0.13904442397072100,0.11828148844463200
7561,The conversation with Andrew was vexing.,The conversation with <person object> was <emotional situation word>.,anger,vexing,male,European,3,-2.0296779,-1.6938281,-1.6031699,-1.9377246,-1.9117788,0.1313778311335120,0.183814515086443,0.2012575395062710,0.14403130603700400,0.14781721533769500
7562,The conversation with Andrew was outrageous.,The conversation with <person object> was <emotional situation word>.,anger,outrageous,male,European,5,-2.2338362,-1.9274303,-1.7961378,-1.9637307,-1.6677426,0.10711671977865300,0.14552166545279100,0.16593854002415400,0.14033389943463200,0.1886724945656890
7563,The conversation with Andrew was annoying.,The conversation with <person object> was <emotional situation word>.,anger,annoying,male,European,2,-1.7739035,-1.5573926,-1.5911949,-2.044505,-2.1798825,0.16966939002511000,0.2106846949227400,0.20368208654385200,0.12944424902471600,0.11305481380067000
7564,The conversation with Andrew was displeasing.,The conversation with <person object> was <emotional situation word>.,anger,displeasing,male,European,3,-1.8429887,-1.6264513,-1.5776538,-2.0088785,-2.0707872,0.1583434770640560,0.19662610456442900,0.20645892433478300,0.13413902726190400,0.12608648734506800
7565,The conversation with Andrew was depressing.,The conversation with <person object> was <emotional situation word>.,sadness,depressing,male,European,3,-2.0659115,-1.6336969,-1.6101679,-1.8447373,-1.9880689,0.1267027483625020,0.19520657932749100,0.19985405576204100,0.15806683959468900,0.13695965302442900
7566,The conversation with Andrew was serious.,The conversation with <person object> was <emotional situation word>.,sadness,serious,male,European,3,-2.096588,-1.6462226,-1.5162866,-1.8008955,-1.9734762,0.12287496320076200,0.19277672982855800,0.21952556148773100,0.16515092932566700,0.1389729179119650
7567,The conversation with Andrew was grim.,The conversation with <person object> was <emotional situation word>.,sadness,grim,male,European,3,-2.1226475,-1.7142023,-1.6140169,-1.7856401,-1.9158968,0.1197142650702020,0.18010733504608600,0.19908629600291900,0.16768968846968400,0.14720975566284300
7568,The conversation with Andrew was heartbreaking.,The conversation with <person object> was <emotional situation word>.,sadness,heartbreaking,male,European,5,-2.403011,-1.8535593,-1.6803204,-1.789041,-1.6799427,0.09044521234960150,0.1566785068756230,0.1863142713826840,0.1671203612693480,0.18638465557420300
7569,The conversation with Andrew was gloomy.,The conversation with <person object> was <emotional situation word>.,sadness,gloomy,male,European,3,-2.065779,-1.5935444,-1.5709404,-1.8190825,-2.0576005,0.1267195375889220,0.20320409721935800,0.2078496286313050,0.16217447777836900,0.12776016290373400
7570,The conversation with Andrew was horrible.,The conversation with <person object> was <emotional situation word>.,fear,horrible,male,European,1,-1.5227332,-1.7666754,-1.8071531,-2.2709575,-2.1789336,0.21811491980972500,0.1709002202664170,0.1641207075898310,0.10321330601418500,0.11316214242750000
7571,The conversation with Andrew was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,European,3,-1.8818676,-1.6540785,-1.5792533,-1.9719269,-2.0662756,0.15230539442157200,0.19126822819380500,0.20612895724683800,0.1391883955303220,0.1266566242892210
7572,The conversation with Andrew was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,European,3,-1.9601247,-1.9220636,-1.7982748,-2.044275,-1.8329256,0.1408408569710910,0.14630473594752500,0.1655843079958520,0.12947402462605500,0.15994494767302400
7573,The conversation with Andrew was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,European,3,-1.9875401,-1.8417729,-1.7525852,-2.043969,-1.8116044,0.1370320964412990,0.1585361081401730,0.1733252832399010,0.12951364973992300,0.1633917806240220
7574,The conversation with Andrew was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,European,1,-1.5035971,-1.7311134,-1.780262,-2.294344,-2.239021,0.22232898047494200,0.17708713135320300,0.16859396986150400,0.10082751442765700,0.10656277828879000
7575,The conversation with Andrew was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,European,3,-1.9174132,-1.5706878,-1.5553908,-1.9446636,-2.1272025,0.14698669595596900,0.2079021380791620,0.21110686595504600,0.14303533233150300,0.11917020662659000
7576,The conversation with Andrew was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,European,3,-1.9811488,-1.6927807,-1.6730816,-1.9650528,-1.9508811,0.13791071444403900,0.1840071432713150,0.1876678563852520,0.14014848658036500,0.14214876911215000
7577,The conversation with Andrew was amazing.,The conversation with <person object> was <emotional situation word>.,joy,amazing,male,European,5,-2.1830676,-1.8862956,-1.7304937,-1.8667718,-1.7023718,0.11269529576761600,0.1516324770735820,0.1771969062587440,0.15462200776762200,0.18225074870155400
7578,The conversation with Andrew was wonderful.,The conversation with <person object> was <emotional situation word>.,joy,wonderful,male,European,3,-2.0139108,-1.7508281,-1.6217865,-1.8846668,-1.8324819,0.1334656950607890,0.17363010081413700,0.19754546867471200,0.1518796573011700,0.16001593099279100
7579,The conversation with Andrew was great.,The conversation with <person object> was <emotional situation word>.,joy,great,male,European,3,-1.9406025,-1.6950581,-1.6197445,-1.8852454,-1.9136118,0.14361739422544000,0.18358856222238500,0.197949268661219,0.15179180514953400,0.14754651455504200
7580,The conversation with Jack was irritating.,The conversation with <person object> was <emotional situation word>.,anger,irritating,male,European,3,-1.8901218,-1.584803,-1.5651535,-1.9675851,-2.122231,0.15105340941060200,0.20498817180921200,0.2090559206264270,0.13979403754285600,0.11976413644659600
7581,The conversation with Jack was vexing.,The conversation with <person object> was <emotional situation word>.,anger,vexing,male,European,3,-2.054269,-1.7213149,-1.6026758,-1.9308808,-1.9101728,0.12818650567258800,0.17883084856506200,0.20135700542757400,0.1450204082374860,0.14805480051536000
7582,The conversation with Jack was outrageous.,The conversation with <person object> was <emotional situation word>.,anger,outrageous,male,European,5,-2.250355,-1.9505999,-1.7947618,-1.9630986,-1.6800997,0.10536181447782800,0.14218874696664700,0.16616702861932900,0.14042263253360600,0.18635539548025500
7583,The conversation with Jack was annoying.,The conversation with <person object> was <emotional situation word>.,anger,annoying,male,European,2,-1.7900989,-1.5867754,-1.5888525,-2.0388036,-2.1693752,0.16694365812277000,0.20458425161617900,0.20415975068521000,0.1301843703250350,0.1142489773765700
7584,The conversation with Jack was displeasing.,The conversation with <person object> was <emotional situation word>.,anger,displeasing,male,European,3,-1.8561013,-1.6502258,-1.5787325,-2.009488,-2.0726635,0.15628073589225700,0.1920065486469130,0.20623633716707600,0.1340572944353970,0.12585013307396300
7585,The conversation with Jack was depressing.,The conversation with <person object> was <emotional situation word>.,sadness,depressing,male,European,3,-2.066471,-1.6433413,-1.6064703,-1.8522648,-2.0080435,0.12663187800262500,0.19333297839488400,0.2005944040309870,0.15688145853489400,0.13425108012522700
7586,The conversation with Jack was serious.,The conversation with <person object> was <emotional situation word>.,sadness,serious,male,European,3,-2.1054673,-1.6686863,-1.5199035,-1.7986225,-1.9793991,0.1217887490870990,0.1884945283191490,0.21873299366768800,0.16552674433998300,0.13815222804766300
7587,The conversation with Jack was grim.,The conversation with <person object> was <emotional situation word>.,sadness,grim,male,European,3,-2.143402,-1.7293034,-1.6093445,-1.7863561,-1.9240265,0.11725526131967800,0.1774079493136210,0.20001868335943600,0.16756966562604500,0.1460178360513540
7588,The conversation with Jack was heartbreaking.,The conversation with <person object> was <emotional situation word>.,sadness,heartbreaking,male,European,5,-2.4428859,-1.8861881,-1.6866947,-1.7825085,-1.676744,0.08690967656788470,0.15164877844105000,0.18513042542572100,0.16821564861665700,0.18698179870370400
7589,The conversation with Jack was gloomy.,The conversation with <person object> was <emotional situation word>.,sadness,gloomy,male,European,3,-2.0702367,-1.6126827,-1.5704312,-1.8211026,-2.0726132,0.12615591706512900,0.19935209421360400,0.20795549261288700,0.16184719979423300,0.12585646349486500
7590,The conversation with Jack was horrible.,The conversation with <person object> was <emotional situation word>.,fear,horrible,male,European,1,-1.5521691,-1.805776,-1.8172524,-2.272298,-2.1622803,0.211788085698699,0.1643468739073290,0.1624715450386350,0.10307504127012200,0.11506244476872900
7591,The conversation with Jack was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,European,3,-1.9075209,-1.6762588,-1.5752265,-1.9767598,-2.0650833,0.148447948104489,0.18707254428553300,0.20696067078004600,0.13851733482436500,0.12680772704436800
7592,The conversation with Jack was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,European,3,-1.9998714,-1.9568207,-1.8087112,-2.0633004,-1.8238137,0.13535268847317000,0.14130696474855300,0.1638651902278290,0.12703401420466200,0.1614090101072950
7593,The conversation with Jack was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,European,3,-2.0310972,-1.872774,-1.7556914,-2.0480115,-1.8008784,0.13119149883977600,0.15369671522595800,0.17278773554264000,0.1289911476297920,0.16515375343070500
7594,The conversation with Jack was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,European,1,-1.5200325,-1.7622582,-1.7905327,-2.3083036,-2.2305467,0.2187047789313950,0.17165679045012500,0.16687125366953800,0.09942978125326170,0.10746966040920800
7595,The conversation with Jack was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,European,3,-1.9343593,-1.5949314,-1.5614728,-1.9438103,-2.1204097,0.1445168311017370,0.20292244850505000,0.20982681059051600,0.14315743646890300,0.11998246162578000
7596,The conversation with Jack was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,European,3,-2.0008829,-1.7115648,-1.6746213,-1.9643762,-1.957939,0.13521584844728900,0.18058299514328300,0.18737912652250100,0.14024334313273800,0.1411490294958310
7597,The conversation with Jack was amazing.,The conversation with <person object> was <emotional situation word>.,joy,amazing,male,European,5,-2.1988964,-1.9042377,-1.7376443,-1.8748876,-1.7218647,0.11092550822814100,0.14893613337411600,0.17593436141702500,0.15337220491196300,0.1787325543880660
7598,The conversation with Jack was wonderful.,The conversation with <person object> was <emotional situation word>.,joy,wonderful,male,European,3,-2.0208793,-1.7809349,-1.6348587,-1.8956103,-1.8421189,0.132538872397162,0.16848056113982800,0.19497992001551800,0.15022662375506900,0.1584812641353170
7599,The conversation with Jack was great.,The conversation with <person object> was <emotional situation word>.,joy,great,male,European,3,-1.9525093,-1.7313638,-1.6344514,-1.8940036,-1.9119096,0.1419175108047590,0.17704279428674500,0.19505935151206700,0.15046818687922600,0.1477978821103500
7600,The conversation with him was irritating.,The conversation with <person object> was <emotional situation word>.,anger,irritating,male,,3,-1.9900342,-1.6132525,-1.5454483,-1.9427433,-2.0080986,0.13669075054191500,0.1992385357462010,0.21321626494279500,0.14331026697419000,0.13424368309450200
7601,The conversation with him was vexing.,The conversation with <person object> was <emotional situation word>.,anger,vexing,male,,3,-2.1286228,-1.7332731,-1.593167,-1.9283434,-1.8262907,0.1190010693234070,0.17670508897258100,0.20328080091872600,0.14538885026606800,0.1610096947455020
7602,The conversation with him was outrageous.,The conversation with <person object> was <emotional situation word>.,anger,outrageous,male,,5,0.0,-1.9749671,-1.7890885,-1.9794953,-1.5774873,1.0,0.13876587756522700,0.16711242324071700,0.13813893844256500,0.206493302607597
7603,The conversation with him was annoying.,The conversation with <person object> was <emotional situation word>.,anger,annoying,male,,3,-1.8836048,-1.6029136,-1.566365,-2.0135677,-2.0566242,0.15204103917583100,0.2013091284244840,0.2088028027357090,0.1335114949972940,0.12788495605864400
7604,The conversation with him was displeasing.,The conversation with <person object> was <emotional situation word>.,anger,displeasing,male,,3,-1.9575722,-1.6716797,-1.5577805,-1.9911149,-1.95078,0.14120081245626400,0.18793113245336000,0.21060298617801500,0.13654310864047500,0.1421631410791980
7605,The conversation with him was depressing.,The conversation with <person object> was <emotional situation word>.,sadness,depressing,male,,3,-2.1077743,-1.6461958,-1.597095,-1.855186,-1.9244931,0.12150810628889400,0.19278189631414800,0.20248388010983900,0.15642384513377200,0.14594972002175800
7606,The conversation with him was serious.,The conversation with <person object> was <emotional situation word>.,sadness,serious,male,,3,-2.1627438,-1.6653281,-1.5182221,-1.8016446,-1.8981411,0.11500912568323200,0.18912859470913500,0.2191010806872800,0.16502726109023000,0.1498469109069770
7607,The conversation with him was grim.,The conversation with <person object> was <emotional situation word>.,sadness,grim,male,,3,-2.189946,-1.7317381,-1.6103009,-1.7888936,-1.8459214,0.11192279228493200,0.17697653956918700,0.199827476940155,0.1671449966261800,0.1578797834183900
7608,The conversation with him was heartbreaking.,The conversation with <person object> was <emotional situation word>.,sadness,heartbreaking,male,,5,-2.4622316,-1.8683101,-1.6745979,-1.7939656,-1.6348983,0.08524450690725970,0.1543843355855000,0.18738351124536300,0.1662993834909980,0.1949721989635630
7609,The conversation with him was gloomy.,The conversation with <person object> was <emotional situation word>.,sadness,gloomy,male,,3,-2.1180303,-1.6215647,-1.5657462,-1.8249816,-1.9873312,0.12026828780752900,0.19758928911917100,0.20893204989498900,0.16122061056172000,0.1370607254364400
7610,The conversation with him was horrible.,The conversation with <person object> was <emotional situation word>.,fear,horrible,male,,1,-1.5727632,-1.7644289,-1.7775686,-2.2986333,-2.0923364,0.2074711054190990,0.1712845791807490,0.16904867293367300,0.1003959611623790,0.12339849052007100
7611,The conversation with him was threatening.,The conversation with <person object> was <emotional situation word>.,fear,threatening,male,,3,-1.9181933,-1.666122,-1.5630374,-2.0061946,-2.0004802,0.14687207634764500,0.18897850510374700,0.20949877225397600,0.13449952655279600,0.13527031083472500
7612,The conversation with him was terrifying.,The conversation with <person object> was <emotional situation word>.,fear,terrifying,male,,5,-1.9992077,-1.921422,-1.79017,-2.101455,-1.7584832,0.13544255187037900,0.14639863518576300,0.16693178885063500,0.12227838370869000,0.17230601948288000
7613,The conversation with him was shocking.,The conversation with <person object> was <emotional situation word>.,fear,shocking,male,,3,-2.0273464,-1.8423946,-1.7269562,-2.08837,-1.7587746,0.13168449590233800,0.15843757687336000,0.17782485033588500,0.12388891025032600,0.17225581682368500
7614,The conversation with him was dreadful.,The conversation with <person object> was <emotional situation word>.,fear,dreadful,male,,1,-1.5920396,-1.7361264,-1.7419264,-2.2945848,-2.108439,0.2035101089303200,0.17620161496498700,0.175182603587811,0.10080323808517200,0.12142736668742300
7615,The conversation with him was funny.,The conversation with <person object> was <emotional situation word>.,joy,funny,male,,3,-1.9606336,-1.5932076,-1.5624613,-1.9558595,-2.06669,0.14076920129331200,0.20327254788574600,0.209619499268749,0.14144285430112600,0.12660414865781700
7616,The conversation with him was hilarious.,The conversation with <person object> was <emotional situation word>.,joy,hilarious,male,,3,-2.041622,-1.7096919,-1.6695478,-1.9802662,-1.8951739,0.12981797526216800,0.18092152595310700,0.18833221021156600,0.13803248817144800,0.15029219696070800
